Function_id	Function_name	Number_pathway	Pathway_ids	Pathway_names
K00089	3alpha-hydroxysteroid 3-dehydrogenase [EC:1.1.1.213 1.1.1.357]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K04119	aldo-keto reductase family 1 member C3 [EC:1.1.1.51 1.1.1.188 1.1.1.213 1.1.1.357]	3	ko00140 & ko00590 & ko00790	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Lipid metabolism;Arachidonic acid metabolism & Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis
K00497	steroid 11beta-monooxygenase [EC:1.14.15.4]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K07433	steroid 11beta-monooxygenase / corticosterone 18-monooxygenase [EC:1.14.15.4 1.14.15.5]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K15680	corticosteroid 11-beta-dehydrogenase isozyme 1 [EC:1.1.1.146]	2	ko00140 & ko00980	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450
K00071	corticosteroid 11-beta-dehydrogenase isozyme 2 [EC:1.1.1.-]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K00038	3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K05295	20alpha-hydroxysteroid dehydrogenase [EC:1.1.1.149]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K00212	20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase [EC:1.1.1.149 1.1.1.357 1.3.1.20]	2	ko00140 & ko00980	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450
K01016	estrone sulfotransferase [EC:2.8.2.4]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K00044	17beta-estradiol 17-dehydrogenase [EC:1.1.1.62]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K13368	17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K13369	17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239]	2	ko00140 & ko00830	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism
K22970	17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K07408	cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]	4	ko00140 & ko00380 & ko00830 & ko00980	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Amino acid metabolism;Tryptophan metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450
K07409	cytochrome P450 family 1 subfamily A2 [EC:1.14.14.1]	7	ko00140 & ko00591 & ko00380 & ko00830 & ko00232 & ko00980 & ko00982	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Lipid metabolism;Linoleic acid metabolism & Metabolism;Amino acid metabolism;Tryptophan metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism & Metabolism;Biosynthesis of other secondary metabolites;Caffeine metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450
K07412	cytochrome P450 family 2 subfamily B [EC:1.14.14.1]	3	ko00140 & ko00590 & ko00830	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Lipid metabolism;Arachidonic acid metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism
K07413	cytochrome P450 family 2 subfamily C [EC:1.14.14.1]	4	ko00140 & ko00590 & ko00591 & ko00830	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Lipid metabolism;Arachidonic acid metabolism & Metabolism;Lipid metabolism;Linoleic acid metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism
K07414	cytochrome P450 family 2 subfamily D [EC:1.14.14.1]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K17690	cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1]	4	ko00140 & ko00830 & ko00980 & ko00982	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450
K17691	cytochrome P450 family 3 subfamily A7 [EC:1.14.14.1]	2	ko00140 & ko00830	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism
K07424	cytochrome P450 family 3 subfamily A [EC:1.14.14.1]	3	ko00140 & ko00591 & ko00830	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Lipid metabolism;Linoleic acid metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism
K07415	cytochrome P450 family 2 subfamily E1 [EC:1.14.14.-]	6	ko00140 & ko00590 & ko00591 & ko00980 & ko00982 & ko00983	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Lipid metabolism;Arachidonic acid metabolism & Metabolism;Lipid metabolism;Linoleic acid metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - other enzymes
K17689	cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]	6	ko00140 & ko00591 & ko00830 & ko00980 & ko00982 & ko00983	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Lipid metabolism;Linoleic acid metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - other enzymes
K07410	cytochrome P450 family 1 subfamily B1 [EC:1.14.14.1]	3	ko00140 & ko00380 & ko00980	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Amino acid metabolism;Tryptophan metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450
K07434	aromatase [EC:1.14.14.14]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K25779	hydroxysteroid 17beta dehydrogenase 11 [EC:1.1.1.-]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K00545	catechol O-methyltransferase [EC:2.1.1.6]	3	ko00140 & ko00350 & ko00965	Metabolism;Lipid metabolism;Steroid hormone biosynthesis & Metabolism;Amino acid metabolism;Tyrosine metabolism & Metabolism;Biosynthesis of other secondary metabolites;Betalain biosynthesis
K10207	testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K05878	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K05881	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K22251	glycerol dehydrogenase [EC:1.1.1.6]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K18097	glycerol 2-dehydrogenase (NADP+) [EC:1.1.1.156]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K00864	glycerol kinase [EC:2.7.1.30]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K24189	(DL)-glycerol-3-phosphatase [EC:3.1.3.21]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K06116	glycerol-1-phosphatase [EC:3.1.3.21]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K06117	glycerol-1-phosphatase [EC:3.1.3.21]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K00629	glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K13506	glycerol-3-phosphate O-acyltransferase 3/4 [EC:2.3.1.15]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K13507	glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00630	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K13508	glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K03621	phosphate acyltransferase [EC:2.3.1.274]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K13509	lysophosphatidate acyltransferase [EC:2.3.1.51]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K13523	lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K19007	lysophosphatidiate acyltransferase [EC:2.3.1.51]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K13513	lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K13517	lysophospholipid acyltransferase 1/2 [EC:2.3.1.51 2.3.1.-]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K13519	lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-]	3	ko00561 & ko00564 & ko00565	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism & Metabolism;Lipid metabolism;Ether lipid metabolism
K22831	1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K01080	phosphatidate phosphatase [EC:3.1.3.4]	4	ko00561 & ko00564 & ko00565 & ko00600	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism & Metabolism;Lipid metabolism;Ether lipid metabolism & Metabolism;Lipid metabolism;Sphingolipid metabolism
K15728	phosphatidate phosphatase LPIN [EC:3.1.3.4]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K18693	diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.6.1.75 3.1.3.4]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00901	diacylglycerol kinase (ATP) [EC:2.7.1.107]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]	2	ko00561 & ko00564	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K11155	diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]	2	ko00561 & ko00830	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism
K11160	diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14456	2-acylglycerol O-acyltransferase 3 [EC:2.3.1.20 2.3.1.22]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K22848	diacylglycerol O-acyltransferase 2, plant [EC:2.3.1.20]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K22849	diacylglycerol O-acyltransferase 3, plant [EC:2.3.1.20]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K27539	diacylglycerol/phytol O-acyltransferase [EC:2.3.1.20 2.3.1.314]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K00635	diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K18851	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122]	2	ko00561 & ko00572	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Glycan biosynthesis and metabolism;Arabinogalactan biosynthesis - Mycobacterium
K00679	phospholipid:diacylglycerol acyltransferase [EC:2.3.1.158]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K01046	triacylglycerol lipase [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K16816	patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K13534	patatin-like phospholipase domain-containing protein 3 [EC:3.1.1.3 2.3.1.-]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14073	pancreatic triacylglycerol lipase [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14074	pancreatic lipase-related protein 1 [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14075	pancreatic lipase-related protein 2 [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14076	pancreatic lipase-related protein 3 [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K22283	hepatic triacylglycerol lipase [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14452	gastric triacylglycerol lipase [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K22284	endothelial lipase [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14675	TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K17900	lipase ATG15 [EC:3.1.1.3]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K01059	lipoprotein lipase [EC:3.1.1.34]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K09881	acylglycerol kinase [EC:2.7.1.94]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K23736	2-lysophosphatidate phosphatase [EC:3.1.3.106]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K23737	2-lysophosphatidate phosphatase [EC:3.1.3.106]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K01054	acylglycerol lipase [EC:3.1.1.23]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K25824	abhydrolase domain-containing protein 16A [EC:3.1.1.23 3.1.-.-]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14458	2-acylglycerol O-acyltransferase 1 [EC:2.3.1.22]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K14457	2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K19002	1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	2	ko00561 & ko00552	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Glycan biosynthesis and metabolism;Teichoic acid biosynthesis
K27597	1,2-diacylglycerol 3-alpha-glucosyltransferase/glucuronosyltransferase [EC:2.4.1.337 2.4.1.-]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K03429	processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]	2	ko00561 & ko00552	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Glycan biosynthesis and metabolism;Teichoic acid biosynthesis
K19004	processive 1,2-diacylglycerol beta-glycosyltransferase [EC:2.4.1.315 2.4.1.-]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K19003	1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K20024	monoglucosyldiacylglycerol epimerase [EC:5.1.3.34]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K13677	1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K19005	lipoteichoic acid synthase [EC:2.7.8.20]	2	ko00561 & ko00552	Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Glycan biosynthesis and metabolism;Teichoic acid biosynthesis
K22920	UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K06119	sulfoquinovosyltransferase [EC:2.4.1.-]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K03715	1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K09480	digalactosyldiacylglycerol synthase [EC:2.4.1.241]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K21362	galactolipid galactosyltransferase [EC:2.4.1.184]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K06120	glycerol dehydratase large subunit [EC:4.2.1.30]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K06121	glycerol dehydratase medium subunit [EC:4.2.1.30]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K06122	glycerol dehydratase small subunit [EC:4.2.1.30]	1	ko00561	Metabolism;Lipid metabolism;Glycerolipid metabolism
K00006	glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00105	alpha-glycerophosphate oxidase [EC:1.1.3.21]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00112	glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00113	glycerol-3-phosphate dehydrogenase subunit C	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00649	glyceronephosphate O-acyltransferase [EC:2.3.1.42]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K06123	1-acylglycerone phosphate reductase [EC:1.1.1.101]	2	ko00564 & ko00565	Metabolism;Lipid metabolism;Glycerophospholipid metabolism & Metabolism;Lipid metabolism;Ether lipid metabolism
K00980	glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
