classification	db_link	observation_name	observation_sum	BHT0.LOT01	BHT0.LOT03	BHT0.LOT04	BHT0.LOT05	BHT0.LOT06	BHT0.LOT07	BHT0.LOT08	BHT0.LOT10	CDT0.LOT02	CDT0.LOT04	CDT0.LOT05	CDT0.LOT06	CDT0.LOT07	CDT0.LOT08	CDT0.LOT09	CDT0.LOT10	DLT0.LOT01	DLT0.LOT03	DLT0.LOT04	DLT0.LOT05	DLT0.LOT06	DLT0.LOT07	DLT0.LOT08	DLT0.LOT10	FCT0.LOT01	FCT0.LOT02	FCT0.LOT03	FCT0.LOT05	FCT0.LOT06	FCT0.LOT07	FCT0.LOT08	FCT0.LOT10	FST0.LOT01	FST0.LOT02	FST0.LOT03	FST0.LOT05	FST0.LOT06	FST0.LOT07	FST0.LOT08	FST0.LOT10	MVT0.LOT01	MVT0.LOT03	MVT0.LOT05	MVT0.LOT06	MVT0.LOT07	MVT0.LOT08	MVT0.LOT09	MVT0.LOT10	SFT0.LOT01	SFT0.LOT02	SFT0.LOT03	SFT0.LOT04	SFT0.LOT05	SFT0.LOT06	SFT0.LOT07	SFT0.LOT08	VHT0.LOT01	VHT0.LOT02	VHT0.LOT03	VHT0.LOT04	VHT0.LOT06	VHT0.LOT07	VHT0.LOT08	VHT0.LOT10
Oxidoreductases;Acting on the CH-NH group of donors;With NAD+ or NADP+ as acceptor;6,7-dihydropteridine reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.5.1.34	EC:1.5.1.34	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Oxidoreductases;Acting on the CH-NH group of donors;With NAD+ or NADP+ as acceptor;FMN reductase (NADPH)	https://www.genome.jp/dbget-bin/www_bget?EC:1.5.1.38	EC:1.5.1.38	254547.0	2373.0	1206.0	1299.0	2733.0	3696.0	1959.0	1323.0	7863.0	192.0	231.0	789.0	906.0	66.0	2682.0	57.0	90.0	17874.0	19167.0	1908.0	12936.0	12285.0	3717.0	15723.0	7101.0	2397.0	342.0	18.0	153.0	1602.0	252.0	3087.0	96.0	3093.0	171.0	294.0	411.0	561.0	7422.0	2178.0	711.0	210.0	288.0	171.0	165.0	444.0	135.0	36.0	12.0	126.0	2463.0	6993.0	1788.0	2004.0	9.0	102.0	1113.0	19824.0	9285.0	3312.0	11388.0	6030.0	17952.0	20223.0	9510.0
Oxidoreductases;Acting on the CH-NH group of donors;With NAD+ or NADP+ as acceptor;FMN reductase (NAD(P)H)	https://www.genome.jp/dbget-bin/www_bget?EC:1.5.1.39	EC:1.5.1.39	14677.5	921.0	108.5	621.5	899.5	811.5	687.0	477.0	656.0	1.5	8.5	42.0	40.0	8.5	7.0	2.5	25.5	0.0	0.0	0.5	4.5	3.0	10.5	1.5	55.5	0.0	2.5	1.0	0.0	1.5	0.5	2.0	1.0	195.5	74.0	32.0	21.5	1136.0	283.0	773.5	501.0	10.5	9.5	12.5	51.5	34.5	5.5	82.5	10.0	15.5	346.0	265.0	658.0	423.5	1.0	71.0	79.5	238.5	587.0	936.0	612.5	400.5	167.5	270.0	971.5
Oxidoreductases;Acting on the CH-NH group of donors;With NAD+ or NADP+ as acceptor;Riboflavin reductase (NAD(P)H)	https://www.genome.jp/dbget-bin/www_bget?EC:1.5.1.41	EC:1.5.1.41	10444.4	7.34	1.34	7.66	6.0	6.34	6.66	9.66	1.0	0.34	0.0	0.34	0.66	0.0	0.66	0.0	0.0	0.0	0.0	2.34	1.34	1.66	2.34	1.34	1.66	21.34	271.66	96.34	142.34	9.0	6.0	170.34	144.0	7.34	59.34	59.34	51.34	940.0	11.66	3.34	13.66	1.34	1.34	5.66	3.0	627.0	6.0	1.0	0.0	2231.66	62.0	528.34	42.34	76.66	1483.66	1970.0	1329.66	3.34	1.34	2.34	0.0	0.0	0.0	0.0	2.0
Oxidoreductases;Acting on the CH-NH group of donors;With NAD+ or NADP+ as acceptor;Methylenetetrahydrofolate dehydrogenase (NADP(+))	https://www.genome.jp/dbget-bin/www_bget?EC:1.5.1.5	EC:1.5.1.5	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Oxidoreductases;Acting on the CH-NH group of donors;With a quinone or similar compound as acceptor;Electron-transferring-flavoprotein dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.5.5.1	EC:1.5.5.1	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Oxidoreductases;Acting on the CH-NH group of donors;With a quinone or similar compound as acceptor;Proline dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.5.5.2	EC:1.5.5.2	32719.4	153.34	1252.34	270.66	333.0	186.34	124.66	302.66	87.0	0.34	5.0	179.34	212.66	5.0	1.66	0.0	77.0	49.0	26.0	107.34	149.34	70.66	432.34	43.34	288.66	21.34	294.66	109.34	200.34	52.0	67.0	234.34	181.0	3272.34	712.34	782.34	727.34	2245.0	2295.66	3071.34	3140.66	72.34	217.34	383.66	849.0	837.0	196.0	123.0	13.0	2234.66	235.0	562.34	147.34	162.66	1484.66	1984.0	1345.66	6.34	7.34	56.34	6.0	9.0	9.0	3.0	10.0
Oxidoreductases;Acting on NADH or NADPH;With NAD+ or NADP+ as acceptor;NAD(P)(+) transhydrogenase (Si-specific)	https://www.genome.jp/dbget-bin/www_bget?EC:1.6.1.1	EC:1.6.1.1	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Oxidoreductases;Acting on NADH or NADPH;With NAD+ or NADP+ as acceptor;NAD(P)(+) transhydrogenase (Re/Si-specific)	https://www.genome.jp/dbget-bin/www_bget?EC:1.6.1.2	EC:1.6.1.2	54994.4	299.34	2503.34	533.66	660.0	366.34	242.66	595.66	173.0	0.34	10.0	358.34	424.66	10.0	2.66	0.0	154.0	98.0	52.0	212.34	297.34	139.66	862.34	85.34	575.66	21.34	317.66	122.34	258.34000000000003	95.0	128.0	298.3400000000001	218.0	6537.34	1365.34	1505.34	1403.34	3550.0	4579.66	6139.34	6267.66	143.34	433.34	761.66	1695.0	1047.0	386.0	245.0	26.0	2237.66	408.0	596.34	252.34	248.66	1485.66	1998.0	1361.66	9.34	13.34	110.34	12.0	18.0	18.0	6.0	18.0
Oxidoreductases;Acting on NADH or NADPH;With a quinone or similar compound as acceptor;NAD(P)H dehydrogenase (quinone)	https://www.genome.jp/dbget-bin/www_bget?EC:1.6.5.2	EC:1.6.5.2	60610.700000000004	1266.67	179.17000000000004	696.33	1120.5	895.67	889.33	595.83	755.5	1.67	11.5	66.17	81.33	10.5	9.33	3.5	33.5	14.0	4.0	103.67	143.17	88.83	178.67	27.17	171.32999999999996	12.67	273.33000000000004	81.17	92.17	120.0	72.5	185.17	166.0	237.17	1785.67	1659.67	1542.17	1626.0	340.83	789.17	528.83	3236.17	3166.17	715.33	1253.0	634.0	1366.5	4830.0	6732.0	1237.33	3144.0	1645.17	3467.17	4304.83	753.83	1794.0	835.33	318.17	603.67	1056.17	665.5	430.5	213.5	331.0	1017.5
Oxidoreductases;Acting on NADH or NADPH;With a quinone or similar compound as acceptor;NADPH:quinone reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.6.5.5	EC:1.6.5.5	207940.0	3344.0	775.5	1843.5	3167.0	3059.0	2425.5	1650.0	4143.0	67.0	170.5	401.0	476.5	43.5	930.5	29.0	97.0	5986.0	6402.5	842.0	4599.5	4308.5	1668.0	5297.0	2711.0	2895.0	390.5	3005.0	2340.0	809.0	2736.0	2675.5	231.5	1544.5	3679.0	3415.0	3251.0	2520.0	3247.0	2362.5	1294.0	6551.0	6431.5	1489.5	2566.0	799.5	2789.5	9677.0	13481.0	285.0	7047.0	5093.0	7496.0	9205.0	27.0	1652.0	712.0	7245.0	4302.5	3223.0	5136.5	2874.0	6414.0	7407.5	5203.0
Oxidoreductases;Acting on other nitrogenous compounds as donors;With NAD+ or NADP+ as acceptor;PreQ(1) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:1.7.1.13	EC:1.7.1.13	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Oxidoreductases;Acting on other nitrogenous compounds as donors;With NAD+ or NADP+ as acceptor;Nitrite reductase (NADH)	https://www.genome.jp/dbget-bin/www_bget?EC:1.7.1.15	EC:1.7.1.15	20888.8	14.68	2.68	15.32	12.0	12.68	13.32	19.32	2.0	0.68	0.0	0.68	1.32	0.0	1.32	0.0	0.0	0.0	0.0	4.68	2.68	3.32	4.68	2.68	3.32	42.68	543.32	192.68	284.68	18.0	12.0	340.68	288.0	14.68	118.68	118.68	102.68	1880.0	23.32	6.68	27.32	2.68	2.68	11.32	6.0	1254.0	12.0	2.0	0.0	4463.32	124.0	1056.68	84.68	153.32	2967.32	3940.0	2659.32	6.68	2.68	4.68	0.0	0.0	0.0	0.0	4.0
Oxidoreductases;Acting on other nitrogenous compounds as donors;With NAD+ or NADP+ as acceptor;GMP reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.7.1.7	EC:1.7.1.7	162514.19999999998	3571.67	1092.17	1905.33	3368.0	3949.17	3073.83	2565.83	3391.5	1226.17	185.3	314.17	370.63	32.7	2076.83	23.4	41.0	5972.0	6417.5	743.17	4458.17	4190.33	1431.17	5269.67	2656.83	911.67	406.33	3019.17	2380.17	665.5	2633.0	1223.67	199.5	1266.17	1899.67	1832.67	1774.67	738.0	2883.83	839.17	301.8300000000001	3333.67	3277.17	797.33	1267.5	753.0	1450.5	4776.5	6740.0	1306.83	4110.0	4033.17	4148.17	5001.33	758.83	1841.0	1174.83	6895.67	3746.17	2129.17	4068.9	2750.4	6144.0	7137.5	3571.0
Oxidoreductases;Acting on other nitrogenous compounds as donors;With a cytochrome as acceptor;Nitrite reductase (NO-forming)	https://www.genome.jp/dbget-bin/www_bget?EC:1.7.2.1	EC:1.7.2.1	26463.0	146.0	1251.0	263.0	343.0	186.0	118.0	295.0	86.0	0.0	6.0	185.0	221.0	5.0	1.0	1.0	77.0	49.0	29.0	106.0	150.0	106.0	500.0	42.0	287.0	1995.0	24.0	13.0	70.0	86.0	102.0	1509.0	46.0	3277.0	763.0	779.0	756.0	1321.0	2364.0	3123.0	3138.0	77.0	219.0	382.0	850.0	219.0	198.0	123.0	17.0	3.0	173.0	34.0	112.0	90.0	1.0	14.0	16.0	7.0	6.0	54.0	10.0	12.0	12.0	7.0	8.0
Oxidoreductases;Acting on other nitrogenous compounds as donors;With a cytochrome as acceptor;Trimethylamine-N-oxide reductase (cytochrome c)	https://www.genome.jp/dbget-bin/www_bget?EC:1.7.2.3	EC:1.7.2.3	20888.8	14.68	2.68	15.32	12.0	12.68	13.32	19.32	2.0	0.68	0.0	0.68	1.32	0.0	1.32	0.0	0.0	0.0	0.0	4.68	2.68	3.32	4.68	2.68	3.32	42.68	543.32	192.68	284.68	18.0	12.0	340.68	288.0	14.68	118.68	118.68	102.68	1880.0	23.32	6.68	27.32	2.68	2.68	11.32	6.0	1254.0	12.0	2.0	0.0	4463.32	124.0	1056.68	84.68	153.32	2967.32	3940.0	2659.32	6.68	2.68	4.68	0.0	0.0	0.0	0.0	4.0
Oxidoreductases;Acting on other nitrogenous compounds as donors;With a cytochrome as acceptor;Nitric-oxide reductase (cytochrome c)	https://www.genome.jp/dbget-bin/www_bget?EC:1.7.2.5	EC:1.7.2.5	26463.0	146.0	1251.0	263.0	343.0	186.0	118.0	295.0	86.0	0.0	6.0	185.0	221.0	5.0	1.0	1.0	77.0	49.0	29.0	106.0	150.0	106.0	500.0	42.0	287.0	1995.0	24.0	13.0	70.0	86.0	102.0	1509.0	46.0	3277.0	763.0	779.0	756.0	1321.0	2364.0	3123.0	3138.0	77.0	219.0	382.0	850.0	219.0	198.0	123.0	17.0	3.0	173.0	34.0	112.0	90.0	1.0	14.0	16.0	7.0	6.0	54.0	10.0	12.0	12.0	7.0	8.0
Oxidoreductases;Acting on other nitrogenous compounds as donors;With NA physiological acceptors;Hydroxylamine reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.7.99.1	EC:1.7.99.1	20494.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	2532.17	374.0	1149.17	126.33	5607.0	121.33	1924.0	3439.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Oxidoreductases;Acting on a sulfur group of donors;With NAD+ or NADP+ as acceptor;Mycothione reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.1.15	EC:1.8.1.15	22275.0	146.0	1251.0	263.0	327.0	180.0	118.0	293.0	86.0	0.0	5.0	179.0	212.0	5.0	1.0	0.0	77.0	49.0	26.0	105.0	148.0	69.0	430.0	42.0	287.0	0.0	23.0	13.0	58.0	43.0	61.0	64.0	37.0	3265.0	653.0	723.0	676.0	1305.0	2284.0	3068.0	3127.0	71.0	216.0	378.0	846.0	210.0	190.0	122.0	13.0	3.0	173.0	34.0	105.0	86.0	1.0	14.0	16.0	3.0	6.0	54.0	6.0	9.0	9.0	3.0	8.0
Oxidoreductases;Acting on a sulfur group of donors;With NAD+ or NADP+ as acceptor;Assimilatory sulfite reductase (NADPH)	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.1.2	EC:1.8.1.2	14632.4	7.34	1.34	7.66	22.0	12.34	6.66	11.66	1.0	0.34	1.0	6.34	9.66	0.0	0.66	1.0	0.0	0.0	3.0	3.34	3.34	38.66	72.34	1.34	1.66	2016.34	272.66	96.34	154.34	52.0	47.0	1615.34	153.0	19.34	169.34	115.34	131.34	956.0	91.66	58.34	24.66	7.34	4.34	9.66	7.0	636.0	14.0	2.0	4.0	2231.66	62.0	528.34	49.34	80.66	1483.66	1970.0	1329.66	7.34	1.34	2.34	4.0	3.0	3.0	4.0	2.0
Oxidoreductases;Acting on a sulfur group of donors;With NAD+ or NADP+ as acceptor;Dihydrolipoyl dehydrogenase	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.1.4	EC:1.8.1.4	330238.7	5575.67	4104.67	3485.83	5864.5	6364.67	4649.83	4073.83	6840.5	3823.67	656.8	2138.17	1280.63	5680.2	3100.83	1970.9	3689.5	12028.0	12864.5	1591.67	9074.67	8500.33	3680.67	10596.17	5653.33	5700.67	570.83	3052.17	2571.17	1373.0	2921.5	5272.67	324.5	9046.67	3556.67	3520.67	3445.17	4703.0	10368.83	8584.67	7315.83	3568.17	3820.67	1630.83	3074.0	1373.5	1897.0	5117.0	6788.0	1370.33	5623.0	6697.17	5626.17	6272.83	764.83	1974.0	1657.33	13756.17	7440.17	4277.17	8497.4	5184.9	12319.5	14162.5	7728.5
Oxidoreductases;Acting on a sulfur group of donors;With NAD+ or NADP+ as acceptor;Glutathione-disulfide reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.1.7	EC:1.8.1.7	102701.7	3135.67	412.67	1964.83	2924.5	2554.67	2263.83	1574.83	2079.5	2316.67	161.6	150.17000000000004	194.43	28.4	2241.83	11.3	84.5	14.0	6.5	104.67	152.67	95.33	203.67	33.17	285.33	109.67	278.83000000000004	3016.17	2327.17	124.0	2545.5	190.67	170.5	662.67	1933.67	1724.67	1586.17	3903.0	929.83	2342.67	1532.83	3261.17	3186.67	743.83	1360.0	704.5	1387.0	5000.0	6761.0	1268.33	3836.0	2175.17	4784.17	5151.83	755.83	1936.0	994.33	795.17	1779.17	2937.17	1896.8	1234.3	548.5	871.5	2960.5
Oxidoreductases;Acting on a sulfur group of donors;With NAD+ or NADP+ as acceptor;Protein-disulfide reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.1.8	EC:1.8.1.8	35873.200000000004	149.67	1251.67	266.83	362.0	195.17	121.33	301.83	86.5	0.17	7.0	191.17	230.33	5.0	1.33	2.0	77.0	49.0	32.0	108.17	152.67	143.82999999999996	571.17	42.67	287.83	4000.67	160.83	61.17	153.17000000000004	133.5	146.0	3039.17	127.0	3292.67	902.67	864.6700000000002	861.6700000000002	1807.0	2449.83	3179.67	3155.83	83.67	222.67	388.83	855.5	541.5	209.0	124.5	21.0	1118.83	204.0	298.17	140.17000000000002	132.32999999999998	742.83	999.0	680.83	12.67	6.67	55.17	14.0	15.0	15.0	11.0	9.0
Oxidoreductases;Acting on a sulfur group of donors;With NAD+ or NADP+ as acceptor;Thioredoxin-disulfide reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.1.9	EC:1.8.1.9	641471.7	14380.67	5237.17	8243.33	14061.5	15663.67	12046.33	9831.83	14836.5	5122.67	938.1	2671.17	1870.93	5756.9	6148.33	2020.3	3745.5	23923.0	25671.0	2971.67	17850.17	16815.83	6127.67	21092.17	10786.33	7405.67	1093.33	6050.17	4896.17	2654.0	5649.5	7488.17	542.0	8663.17	6791.67	6466.67	6309.17	6201.0	14383.83	8732.17	5778.83	10180.17	10175.17	2863.33	4859.0	2110.0	4603.5	14707.0	20266.0	1780.33	14300.0	14731.17	15090.17	16959.83	799.83	3814.0	2820.33	28018.17	16097.67	10342.17	17848.3	11476.3	24933.5	28974.0	16803.5
Oxidoreductases;Acting on a sulfur group of donors;With a disulfide as acceptor;Peptide-methionine (S)-S-oxide reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.4.11	EC:1.8.4.11	330767.2	6377.67	2978.67	3869.83	6442.0	7032.17	5219.33	4282.83	7422.5	3825.17	729.8	2001.17	1112.13	5684.2	3125.33	1975.4	3638.0	11979.0	12841.0	1487.17	8931.67	8434.83	3265.17	10558.67	5424.83	5797.67	550.83	5973.17	4748.17	1332.5	5333.0	5212.17	291.0	6011.67	2977.67	2830.67	2791.67	4539.0	8390.83	6296.67	4691.83	3511.67	3615.67	1268.83	2283.5	1199.5	1722.0	5082.5	6794.0	1382.83	5796.0	6928.17	6180.17	6610.33	764.83	2031.0	1720.83	13991.67	8022.67	5168.17	9109.4	5576.4	12478.0	14430.0	8692.0
Oxidoreductases;Acting on a sulfur group of donors;With a disulfide as acceptor;Peptide-methionine (R)-S-oxide reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.4.12	EC:1.8.4.12	223114.69999999998	4638.67	2451.67	2789.83	4626.5	4952.67	3878.83	3339.83	4133.5	3759.67	574.8	1696.17	766.6299999999999	5653.2	2205.83	1951.9	3582.5	6021.0	6449.5	850.67	4614.67	4336.33	2011.67	5313.17	2999.33	4901.67	433.83	3033.17	2462.17	796.0	2776.5	4179.67	255.5	4750.67	2846.67	2699.67	2632.17	3211.0	5610.83	4790.67	3951.83	3427.17	3508.67	1195.83	2173.0	1015.5	1662.0	4983.0	6771.0	1325.33	4629.0	4332.17	4925.17	5518.83	760.83	1926.0	1270.33	7145.17	4339.17	3119.17	4695.4	3165.9	6326.5	7418.5	4550.5
Oxidoreductases;Acting on a sulfur group of donors;With a disulfide as acceptor;Phosphoadenylyl-sulfate reductase (thioredoxin)	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.4.8	EC:1.8.4.8	9410.2	3.67	0.67	3.83	19.0	9.17	3.33	6.83	0.5	0.17	1.0	6.17	9.33	0.0	0.33	1.0	0.0	0.0	3.0	2.17	2.67	37.83	71.17	0.67	0.83	2005.67	136.83	48.17	83.17	47.5	44.0	1530.17	81.0	15.67	139.67000000000002	85.67	105.67	486.0	85.83	56.67	17.83	6.67	3.67	6.83	5.5	322.5	11.0	1.5	4.0	1115.83	31.0	264.17	28.17	42.33	741.83	985.0	664.83	5.67	0.67	1.17	4.0	3.0	3.0	4.0	1.0
Oxidoreductases;Acting on a sulfur group of donors;With a quinone or similar compound as acceptor;Thiosulfate dehydrogenase (quinone)	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.5.2	EC:1.8.5.2	188563.5	2503.0	912.5	1487.5	2737.5	3281.5	1993.0	1361.0	5898.0	129.5	163.5	574.0	653.0	52.5	1795.0	41.5	85.5	11916.0	12781.0	1273.5	8630.5	8230.0	2558.5	10483.5	4789.5	3593.0	231.5	13.0	114.0	1112.5	209.5	3505.0	74.0	2269.5	298.0	284.0	375.5	1526.0	5311.0	2280.5	986.0	156.5	204.5	130.5	165.5	339.5	103.5	107.5	22.0	99.5	1988.0	4927.0	1857.0	1763.5	7.0	139.0	821.5	13458.5	6777.0	3144.0	8208.5	4423.5	12138.5	13756.0	7311.5
Oxidoreductases;Acting on a sulfur group of donors;With a quinone or similar compound as acceptor;Dimethylsulfoxide reductase	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.5.3	EC:1.8.5.3	32719.4	153.34	1252.34	270.66	333.0	186.34	124.66	302.66	87.0	0.34	5.0	179.34	212.66	5.0	1.66	0.0	77.0	49.0	26.0	107.34	149.34	70.66	432.34	43.34	288.66	21.34	294.66	109.34	200.34	52.0	67.0	234.34	181.0	3272.34	712.34	782.34	727.34	2245.0	2295.66	3071.34	3140.66	72.34	217.34	383.66	849.0	837.0	196.0	123.0	13.0	2234.66	235.0	562.34	147.34	162.66	1484.66	1984.0	1345.66	6.34	7.34	56.34	6.0	9.0	9.0	3.0	10.0
Oxidoreductases;Acting on a sulfur group of donors;With an iron-sulfur protein as acceptor;Assimilatory sulfite reductase (ferredoxin)	https://www.genome.jp/dbget-bin/www_bget?EC:1.8.7.1	EC:1.8.7.1	4188.0	0.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	0.0	1.0	6.0	9.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	37.0	70.0	0.0	0.0	1995.0	1.0	0.0	12.0	43.0	41.0	1445.0	9.0	12.0	110.0	56.0	80.0	16.0	80.0	55.0	11.0	6.0	3.0	4.0	4.0	9.0	8.0	1.0	4.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	3.0	3.0	4.0	0.0
Oxidoreductases;Other oxidoreductases;Sole sub-subclass for oxidoreductases that do not belong in the other subclasses;[Formate-C-acetyltransferase]-activating enzyme	https://www.genome.jp/dbget-bin/www_bget?EC:1.97.1.4	EC:1.97.1.4	408409.1	8214.01	3544.51	4698.99	7965.5	8893.01	6955.99	5906.49	7525.5	7738.01	1442.5	4296.51	1341.99	16899.5	2324.99	5820.5	10501.5	11993.0	12861.0	1593.01	9069.51	8453.49	3304.01	10583.51	5656.99	1834.01	973.99	6100.51	4889.51	1380.0	5330.5	2598.51	509.0	5996.51	4556.01	4450.01	4272.51	4387.0	8340.49	5521.51	4238.49	6749.51	6780.51	1987.99	3434.0	2064.0	3099.5	9758.0	13503.0	3747.99	8770.0	8629.51	9080.51	10550.49	2261.49	4752.0	3109.99	14034.51	8086.01	5249.51	8755.5	5907.5	12464.5	14548.0	8122.5
Transferases;Transferring one-carbon groups;Methyltransferases;Homocysteine S-methyltransferase	https://www.genome.jp/dbget-bin/www_bget?EC:2.1.1.10	EC:2.1.1.10	136099.5	4120.0	1113.5	2426.5	4041.5	4640.5	3558.0	2899.0	3936.0	2603.5	463.5	1481.0	477.0	5645.5	1084.0	1946.5	3497.5	5958.0	6411.0	640.5	4323.5	4107.0	1269.5	5242.5	2593.5	802.0	137.5	7.0	53.0	547.5	89.5	1041.0	33.0	1385.5	262.0	236.0	274.5	1379.0	3086.0	1590.5	773.0	114.5	128.5	103.5	113.5	186.5	85.5	106.5	19.0	100.5	1658.0	2918.0	1996.0	1543.5	7.0	189.0	498.5	7054.5	4315.0	2936.0	4622.5	3119.5	6265.5	7346.0	4496.5
Transferases;Transferring one-carbon groups;Methyltransferases;Uroporphyrinogen-III C-methyltransferase	https://www.genome.jp/dbget-bin/www_bget?EC:2.1.1.107	EC:2.1.1.107	179158.0	1101.35	2907.35	978.15	1612.0	1619.85	905.65	1055.15	2795.5	2596.85	463.0	1782.85	871.65	5639.0	1018.65	1945.0	3623.0	6056.0	6447.0	853.85	4615.35	4311.15	2244.85	5328.35	2945.15	4842.35	841.1500000000002	272.85	546.85	728.5	303.0	4472.85	484.0	7603.35	1731.35	1804.35	1777.35	5179.0	7231.15	6980.35	6547.15	227.35	537.35	835.15	1762.5	2153.5	456.0	260.5	38.0	5627.15	1322.0	3719.85	925.85	1039.65	3714.15	4987.0	3727.15	6630.35	3110.35	1217.85	3816.0	2034.0	6008.0	6755.0	3191.0
Transferases;Transferring one-carbon groups;Methyltransferases;Methionine synthase	https://www.genome.jp/dbget-bin/www_bget?EC:2.1.1.13	EC:2.1.1.13	44142.200000000004	3.67	0.67	3.83	35.0	15.17	3.33	8.83	0.5	5064.17	750.0	2310.17	270.33	11214.0	242.33	3850.0	6878.0	0.0	6.0	3.17	4.67	74.83	141.17	0.67	0.83	4000.67	137.83	48.17	95.17	90.5	85.0	2975.17	90.0	27.67	249.67	141.67000000000004	185.67	502.0	165.83	111.67	28.83	12.67	6.67	10.83	9.5	331.5	19.0	2.5	8.0	1115.83	31.0	264.17	35.17	46.33	741.83	985.0	664.83	9.67	0.67	1.17	8.0	6.0	6.0	8.0	1.0
